Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
M,298.5,309.4,1522.0,47.4,20.0,0,0,0,0,0,0
M,298.5,309.3,1615.0,31.8,23.0,0,0,0,0,0,0
L,298.6,309.3,1449.0,46.5,26.0,0,0,0,0,0,0
L,298.6,309.4,1315.0,55.5,28.0,0,0,0,0,0,0
M,298.6,309.4,1465.0,41.1,30.0,0,0,0,0,0,0
M,298.6,309.5,1404.0,43.3,33.0,0,0,0,0,0,0
L,298.6,309.5,1547.0,44.8,36.0,0,0,0,0,0,0
M,298.6,309.5,1426.0,45.4,38.0,0,0,0,0,0,0
L,298.6,309.5,1730.0,30.2,41.0,0,0,0,0,0,0
L,298.5,309.4,1548.0,37.7,43.0,0,0,0,0,0,0
L,298.5,309.4,1517.0,40.2,45.0,0,0,0,0,0,0
L,298.6,309.5,1687.0,29.3,47.0,0,0,0,0,0,0
L,298.5,309.5,1738.0,25.2,49.0,0,0,0,0,0,0
H,298.4,309.4,1512.0,35.3,51.0,0,0,0,0,0,0
M,298.5,309.4,1365.0,48.7,56.0,0,0,0,0,0,0
H,298.5,309.4,2011.0,21.0,59.0,0,0,0,0,0,0
L,298.4,309.3,1806.0,27.6,64.0,0,0,0,0,0,0
L,298.4,309.3,1716.0,28.4,66.0,0,0,0,0,0,0
M,298.4,309.4,1666.0,24.3,68.0,0,0,0,0,0,0
L,298.5,309.4,1578.0,36.3,71.0,0,0,0,0,0,0
L,298.3,309.3,1558.0,37.2,73.0,0,0,0,0,0,0
L,298.3,309.2,1456.0,45.5,75.0,0,0,0,0,0,0
M,298.2,309.1,1457.0,49.0,77.0,0,0,0,0,0,0
L,298.2,309.1,1467.0,44.5,80.0,0,0,0,0,0,0
M,298.1,309.0,1661.0,38.2,82.0,0,0,0,0,0,0
L,298.1,309.0,1592.0,33.9,85.0,0,0,0,0,0,0
L,298.2,309.0,1596.0,37.2,87.0,0,0,0,0,0,0
L,298.2,309.0,1489.0,40.6,89.0,0,0,0,0,0,0
L,298.3,309.0,1471.0,48.3,91.0,0,0,0,0,0,0
M,298.3,309.0,1505.0,41.3,93.0,0,0,0,0,0,0
L,298.3,309.0,1519.0,40.0,96.0,0,0,0,0,0,0
L,298.3,309.0,1408.0,45.4,98.0,0,0,0,0,0,0
L,298.2,308.9,1332.0,44.4,100.0,0,0,0,0,0,0
L,298.1,308.9,1351.0,52.4,102.0,0,0,0,0,0,0
L,298.0,308.9,1500.0,36.7,104.0,0,0,0,0,0,0
M,298.0,308.7,1614.0,30.7,106.0,0,0,0,0,0,0
L,298.0,308.8,1489.0,36.5,109.0,0,0,0,0,0,0
M,297.9,308.7,1751.0,26.6,111.0,0,0,0,0,0,0
L,298.0,308.7,1511.0,45.8,114.0,0,0,0,0,0,0
L,297.9,308.6,1691.0,29.6,116.0,0,0,0,0,0,0
L,297.9,308.6,1757.0,27.5,118.0,0,0,0,0,0,0
H,297.9,308.7,1545.0,35.9,120.0,0,0,0,0,0,0
L,297.9,308.6,2262.0,15.7,125.0,0,0,0,0,0,0
M,297.7,308.5,1559.0,35.2,127.0,0,0,0,0,0,0
L,297.6,308.4,1626.0,32.4,130.0,0,0,0,0,0,0
L,297.6,308.3,1424.0,53.9,132.0,0,0,0,0,0,0
M,297.6,308.3,1648.0,29.1,134.0,0,0,0,0,0,0
L,297.6,308.3,1523.0,39.5,137.0,0,0,0,0,0,0
L,297.6,308.3,1502.0,43.2,139.0,0,0,0,0,0,0
L,297.5,308.2,1489.0,40.7,141.0,0,0,0,0,0,0
M,297.4,308.1,1620.0,31.2,143.0,0,0,0,0,0,0
L,297.5,308.1,1631.0,30.6,146.0,0,0,0,0,0,0
M,297.5,308.0,1429.0,45.8,148.0,0,0,0,0,0,0
M,297.5,308.1,1334.0,72.0,151.0,1,0,0,1,0,0
L,297.4,308.0,1423.0,38.0,154.0,0,0,0,0,0,0
L,297.4,307.9,1390.0,47.7,156.0,0,0,0,0,0,0
M,297.4,307.9,1338.0,48.5,158.0,0,0,0,0,0,0
H,297.3,307.9,1461.0,37.5,161.0,0,0,0,0,0,0
M,297.4,307.9,1627.0,34.3,166.0,0,0,0,0,0,0
L,297.3,307.8,1385.0,44.4,169.0,0,0,0,0,0,0
M,297.3,307.8,1538.0,48.0,171.0,0,0,0,0,0,0
L,297.4,307.9,1557.0,35.5,174.0,0,0,0,0,0,0
L,297.4,307.9,1606.0,33.4,176.0,0,0,0,0,0,0
M,297.5,308.0,1430.0,44.5,178.0,0,0,0,0,0,0
M,297.4,308.0,1601.0,34.6,181.0,0,0,0,0,0,0
L,297.4,308.0,1356.0,51.9,184.0,0,0,0,0,0,0
M,297.5,308.2,1624.0,30.9,186.0,0,0,0,0,0,0
L,297.5,308.2,1327.0,56.5,189.0,0,0,0,0,0,0
L,297.6,308.3,1410.0,47.0,191.0,0,0,0,0,0,0
L,297.6,308.3,1478.0,42.3,193.0,0,0,0,0,0,0
L,297.6,308.4,1460.0,40.3,195.0,0,0,0,0,0,0
L,297.5,308.3,1435.0,40.3,197.0,0,0,0,0,0,0
H,297.4,308.2,1359.0,46.9,199.0,0,0,0,0,0,0
L,297.4,308.1,1729.0,31.7,204.0,0,0,0,0,0,0
H,297.3,308.0,1384.0,49.1,206.0,0,0,0,0,0,0
L,297.4,308.2,1297.0,52.1,211.0,0,0,0,0,0,0
L,297.5,308.4,1633.0,33.3,213.0,0,0,0,0,0,0
M,297.5,308.4,1505.0,37.2,215.0,0,0,0,0,0,0
L,297.5,308.4,1433.0,50.0,218.0,0,0,0,0,0,0
L,297.4,308.4,1369.0,50.6,220.0,1,0,0,0,1,0
L,297.4,308.3,1475.0,40.5,222.0,1,1,0,0,0,0
L,297.4,308.3,1561.0,38.3,0.0,0,0,0,0,0,0
L,297.4,308.3,1472.0,45.5,2.0,0,0,0,0,0,0
L,297.5,308.4,1441.0,44.5,4.0,0,0,0,0,0,0
M,297.5,308.5,1401.0,50.5,6.0,0,0,0,0,0,0
L,297.5,308.5,1691.0,33.1,9.0,0,0,0,0,0,0
L,297.6,308.6,1382.0,47.1,11.0,0,0,0,0,0,0
L,297.6,308.6,1355.0,46.4,13.0,0,0,0,0,0,0
L,297.6,308.6,1529.0,45.3,15.0,0,0,0,0,0,0
L,297.7,308.7,1829.0,24.9,17.0,0,0,0,0,0,0
H,297.6,308.6,1480.0,39.8,19.0,0,0,0,0,0,0
L,297.6,308.5,1475.0,42.4,24.0,0,0,0,0,0,0
M,297.6,308.5,1431.0,52.6,26.0,0,0,0,0,0,0
L,297.5,308.3,1437.0,42.3,29.0,0,0,0,0,0,0
M,297.5,308.3,1476.0,45.6,31.0,0,0,0,0,0,0
H,297.5,308.4,1490.0,39.7,34.0,0,0,0,0,0,0
L,297.4,308.3,1632.0,33.5,39.0,0,0,0,0,0,0
L,297.4,308.2,1402.0,49.7,41.0,0,0,0,0,0,0
L,297.4,308.3,1347.0,45.8,43.0,0,0,0,0,0,0
L,297.5,308.4,1747.0,31.0,45.0,0,0,0,0,0,0
H,297.5,308.5,1557.0,39.1,47.0,0,0,0,0,0,0
L,297.4,308.4,1371.0,57.4,52.0,0,0,0,0,0,0
H,297.3,308.3,1506.0,37.0,54.0,0,0,0,0,0,0
L,297.3,308.3,1590.0,35.5,59.0,0,0,0,0,0,0
L,297.4,308.3,1336.0,53.7,61.0,0,0,0,0,0,0
L,297.3,308.3,1411.0,43.2,63.0,0,0,0,0,0,0
L,297.4,308.3,1704.0,27.3,65.0,0,0,0,0,0,0
L,297.5,308.4,1723.0,27.3,67.0,0,0,0,0,0,0
L,297.5,308.5,1459.0,39.7,69.0,0,0,0,0,0,0
L,297.6,308.5,1572.0,35.9,71.0,0,0,0,0,0,0
L,297.5,308.4,1384.0,56.0,73.0,0,0,0,0,0,0
L,297.6,308.6,1383.0,47.5,75.0,0,0,0,0,0,0
M,297.6,308.5,1360.0,48.6,77.0,0,0,0,0,0,0
M,297.5,308.4,1596.0,36.6,80.0,0,0,0,0,0,0
L,297.5,308.5,1448.0,54.3,83.0,0,0,0,0,0,0
M,297.6,308.5,1443.0,38.2,85.0,0,0,0,0,0,0
M,297.6,308.6,1492.0,35.5,88.0,0,0,0,0,0,0
L,297.5,308.6,1497.0,43.9,91.0,0,0,0,0,0,0
L,297.5,308.5,1530.0,38.5,93.0,0,0,0,0,0,0
M,297.4,308.4,1478.0,46.2,95.0,0,0,0,0,0,0
L,297.4,308.4,1328.0,61.8,98.0,0,0,0,0,0,0
H,297.4,308.3,1771.0,27.4,100.0,0,0,0,0,0,0
M,297.4,308.4,1564.0,35.0,105.0,0,0,0,0,0,0
H,297.3,308.3,1461.0,41.5,108.0,0,0,0,0,0,0
M,297.4,308.3,1335.0,57.9,113.0,0,0,0,0,0,0
M,297.4,308.4,1441.0,46.8,116.0,0,0,0,0,0,0
L,297.3,308.3,1268.0,60.6,119.0,0,0,0,0,0,0
M,297.3,308.3,1697.0,27.4,121.0,0,0,0,0,0,0
L,297.4,308.4,1421.0,46.0,124.0,0,0,0,0,0,0
L,297.4,308.5,1496.0,36.4,126.0,0,0,0,0,0,0
L,297.5,308.5,1375.0,55.6,128.0,0,0,0,0,0,0
L,297.4,308.5,1295.0,52.1,130.0,0,0,0,0,0,0
L,297.4,308.5,1643.0,33.8,132.0,0,0,0,0,0,0
L,297.5,308.6,1514.0,36.9,134.0,0,0,0,0,0,0
L,297.5,308.6,1671.0,29.4,136.0,0,0,0,0,0,0
H,297.5,308.6,1355.0,58.9,138.0,0,0,0,0,0,0
L,297.6,308.7,1365.0,50.6,143.0,0,0,0,0,0,0
L,297.5,308.7,1407.0,42.5,145.0,0,0,0,0,0,0
M,297.5,308.8,1455.0,46.1,147.0,0,0,0,0,0,0
L,297.5,308.8,1502.0,45.9,150.0,0,0,0,0,0,0
M,297.5,308.8,1471.0,52.3,152.0,0,0,0,0,0,0
L,297.5,308.9,1581.0,30.4,155.0,0,0,0,0,0,0
L,297.5,308.8,1530.0,37.8,157.0,0,0,0,0,0,0
L,297.5,308.8,1312.0,50.3,159.0,0,0,0,0,0,0
L,297.4,308.6,1494.0,42.6,161.0,0,0,0,0,0,0
M,297.4,308.6,1528.0,29.1,163.0,0,0,0,0,0,0
H,297.3,308.6,1688.0,29.4,166.0,0,0,0,0,0,0
M,297.3,308.5,1520.0,42.4,171.0,0,0,0,0,0,0
M,297.3,308.5,1664.0,28.9,174.0,0,0,0,0,0,0
L,297.3,308.5,1514.0,44.5,177.0,0,0,0,0,0,0
L,297.3,308.5,1456.0,54.2,179.0,0,0,0,0,0,0
L,297.2,308.5,1494.0,39.6,181.0,0,0,0,0,0,0
L,297.2,308.4,1605.0,30.0,183.0,0,0,0,0,0,0
M,297.2,308.5,1353.0,46.5,185.0,0,0,0,0,0,0
L,297.2,308.5,1447.0,47.9,188.0,0,0,0,0,0,0
L,297.2,308.5,1588.0,40.4,190.0,0,0,0,0,0,0
H,297.2,308.5,1524.0,41.4,192.0,0,0,0,0,0,0
M,297.2,308.5,1611.0,31.6,197.0,0,0,0,0,0,0
M,297.2,308.5,1604.0,34.9,200.0,0,0,0,0,0,0
L,297.1,308.5,1483.0,46.9,203.0,0,0,0,0,0,0
L,297.1,308.4,1543.0,39.6,205.0,0,0,0,0,0,0
L,297.1,308.5,1323.0,44.4,207.0,1,1,0,0,0,0
L,297.1,308.5,1555.0,36.2,0.0,0,0,0,0,0,0
L,297.1,308.4,1583.0,31.9,2.0,0,0,0,0,0,0
M,297.2,308.5,1584.0,40.0,4.0,0,0,0,0,0,0
L,297.2,308.5,1766.0,25.8,7.0,0,0,0,0,0,0
M,297.2,308.6,1498.0,44.4,9.0,0,0,0,0,0,0
L,297.2,308.6,1413.0,49.8,12.0,0,0,0,0,0,0
L,297.3,308.6,1505.0,33.5,14.0,0,0,0,0,0,0
H,297.3,308.7,1438.0,46.2,16.0,0,0,0,0,0,0
M,297.3,308.7,1655.0,34.1,21.0,0,0,0,0,0,0
M,297.3,308.7,1451.0,43.8,24.0,0,0,0,0,0,0
M,297.3,308.7,1466.0,38.4,27.0,0,0,0,0,0,0
L,297.2,308.6,1774.0,23.0,30.0,0,0,0,0,0,0
M,297.2,308.6,1284.0,51.3,32.0,0,0,0,0,0,0
L,297.1,308.5,1425.0,40.0,35.0,0,0,0,0,0,0
L,297.2,308.6,1437.0,52.4,37.0,0,0,0,0,0,0
L,297.2,308.6,1335.0,53.0,39.0,0,0,0,0,0,0
L,297.2,308.5,1471.0,41.7,41.0,0,0,0,0,0,0
M,297.2,308.5,1364.0,54.0,43.0,0,0,0,0,0,0
L,297.1,308.5,1578.0,35.6,46.0,0,0,0,0,0,0
L,297.1,308.5,1712.0,32.1,48.0,0,0,0,0,0,0
L,297.1,308.5,1733.0,28.7,50.0,0,0,0,0,0,0
L,297.2,308.6,1652.0,32.1,52.0,0,0,0,0,0,0
L,297.2,308.6,1917.0,24.1,54.0,0,0,0,0,0,0
M,297.2,308.6,1444.0,41.1,56.0,0,0,0,0,0,0
L,297.1,308.6,1442.0,37.1,59.0,0,0,0,0,0,0
M,297.1,308.6,1717.0,31.3,61.0,0,0,0,0,0,0
L,297.1,308.7,1474.0,42.3,64.0,0,0,0,0,0,0
L,297.2,308.7,1509.0,39.3,66.0,0,0,0,0,0,0
L,297.2,308.8,1451.0,43.1,68.0,0,0,0,0,0,0
L,297.3,308.8,1554.0,36.1,70.0,0,0,0,0,0,0
L,297.2,308.7,1669.0,30.7,72.0,0,0,0,0,0,0
L,297.2,308.6,1366.0,50.4,74.0,0,0,0,0,0,0
L,297.2,308.6,1578.0,34.4,76.0,0,0,0,0,0,0
M,297.2,308.6,1513.0,39.0,78.0,0,0,0,0,0,0
M,297.1,308.5,1515.0,42.1,81.0,0,0,0,0,0,0
L,297.2,308.6,1562.0,33.0,84.0,0,0,0,0,0,0
L,297.2,308.7,1501.0,38.5,86.0,0,0,0,0,0,0
M,297.2,308.7,1398.0,38.1,88.0,0,0,0,0,0,0
L,297.3,308.7,1352.0,53.8,91.0,0,0,0,0,0,0
H,297.3,308.7,1569.0,33.9,93.0,0,0,0,0,0,0
H,297.2,308.6,1486.0,46.6,98.0,0,0,0,0,0,0
L,297.2,308.6,1864.0,23.6,103.0,0,0,0,0,0,0
M,297.3,308.7,1447.0,44.5,105.0,0,0,0,0,0,0
L,297.2,308.6,1392.0,41.5,108.0,0,0,0,0,0,0
L,297.3,308.6,1358.0,47.6,110.0,0,0,0,0,0,0
L,297.3,308.7,1491.0,40.2,112.0,0,0,0,0,0,0
L,297.3,308.7,1556.0,36.7,114.0,0,0,0,0,0,0
L,297.3,308.7,1531.0,36.7,116.0,0,0,0,0,0,0
H,297.4,308.7,1429.0,37.6,118.0,0,0,0,0,0,0
M,297.4,308.8,1573.0,33.9,123.0,0,0,0,0,0,0
L,297.4,308.8,1538.0,41.2,126.0,0,0,0,0,0,0
L,297.4,308.8,1467.0,39.0,128.0,0,0,0,0,0,0
H,297.4,308.7,1323.0,51.1,130.0,0,0,0,0,0,0
M,297.4,308.7,1798.0,23.0,135.0,0,0,0,0,0,0
L,297.4,308.6,1411.0,46.3,138.0,0,0,0,0,0,0
L,297.3,308.5,1528.0,44.5,140.0,0,0,0,0,0,0
L,297.3,308.5,1504.0,42.0,142.0,0,0,0,0,0,0
L,297.3,308.5,1384.0,39.6,144.0,0,0,0,0,0,0
L,297.2,308.4,1677.0,26.4,146.0,0,0,0,0,0,0
L,297.3,308.5,1764.0,30.8,148.0,0,0,0,0,0,0
M,297.4,308.5,1472.0,42.0,150.0,0,0,0,0,0,0
M,297.4,308.5,1465.0,55.9,153.0,0,0,0,0,0,0
M,297.4,308.6,1657.0,33.1,156.0,0,0,0,0,0,0
L,297.4,308.6,1635.0,30.5,159.0,0,0,0,0,0,0
M,297.4,308.7,1582.0,31.9,161.0,0,0,0,0,0,0
L,297.5,308.7,1761.0,26.2,164.0,0,0,0,0,0,0
L,297.5,308.8,1587.0,34.9,166.0,0,0,0,0,0,0
M,297.5,308.7,1446.0,53.0,168.0,0,0,0,0,0,0
M,297.5,308.7,1352.0,53.0,171.0,0,0,0,0,0,0
M,297.4,308.7,1392.0,46.4,174.0,0,0,0,0,0,0
L,297.5,308.8,1417.0,49.8,177.0,0,0,0,0,0,0
H,297.5,308.8,1824.0,24.0,179.0,0,0,0,0,0,0
L,297.5,308.8,1603.0,36.7,184.0,0,0,0,0,0,0
L,297.4,308.8,1620.0,33.4,186.0,0,0,0,0,0,0
L,297.4,308.8,1353.0,49.4,188.0,0,0,0,0,0,0
L,297.5,308.8,1360.0,50.7,190.0,0,0,0,0,0,0
L,297.5,308.6,1380.0,53.5,192.0,0,0,0,0,0,0
M,297.5,308.7,1363.0,53.6,194.0,0,0,0,0,0,0
M,297.4,308.6,1452.0,41.2,197.0,0,0,0,0,0,0
L,297.4,308.6,1680.0,32.8,200.0,0,0,0,0,0,0
L,297.5,308.6,1536.0,39.0,202.0,0,0,0,0,0,0
L,297.5,308.6,1621.0,28.9,0.0,0,0,0,0,0,0
L,297.5,308.6,1585.0,37.6,2.0,0,0,0,0,0,0
M,297.6,308.7,1408.0,51.5,4.0,0,0,0,0,0,0
H,297.5,308.6,1536.0,38.7,7.0,0,0,0,0,0,0
L,297.5,308.6,1352.0,52.6,12.0,0,0,0,0,0,0
H,297.5,308.6,1481.0,38.8,14.0,0,0,0,0,0,0
L,297.5,308.7,1454.0,45.0,19.0,0,0,0,0,0,0
M,297.5,308.6,1349.0,51.5,21.0,0,0,0,0,0,0
M,297.5,308.6,1327.0,52.1,24.0,0,0,0,0,0,0
L,297.6,308.7,1552.0,42.3,27.0,0,0,0,0,0,0
L,297.5,308.7,1456.0,44.7,29.0,0,0,0,0,0,0
M,297.6,308.6,1254.0,45.8,31.0,0,0,0,0,0,0
L,297.5,308.6,1437.0,43.3,34.0,0,0,0,0,0,0
L,297.5,308.6,1694.0,27.1,36.0,0,0,0,0,0,0
L,297.5,308.5,1306.0,50.7,38.0,0,0,0,0,0,0
M,297.5,308.5,1699.0,30.1,40.0,0,0,0,0,0,0
L,297.4,308.5,1369.0,53.2,43.0,0,0,0,0,0,0
L,297.4,308.5,1471.0,43.9,45.0,0,0,0,0,0,0
L,297.4,308.5,1410.0,43.9,47.0,0,0,0,0,0,0
M,297.4,308.5,1412.0,45.5,49.0,0,0,0,0,0,0
L,297.4,308.5,1418.0,51.2,52.0,0,0,0,0,0,0
L,297.4,308.5,1782.0,25.9,54.0,0,0,0,0,0,0
M,297.4,308.5,1497.0,36.4,56.0,0,0,0,0,0,0
L,297.3,308.4,1459.0,39.4,59.0,0,0,0,0,0,0
L,297.2,308.3,1796.0,23.8,61.0,0,0,0,0,0,0
L,297.2,308.3,1569.0,31.2,63.0,0,0,0,0,0,0
L,297.3,308.4,1469.0,46.7,65.0,0,0,0,0,0,0
L,297.3,308.4,1472.0,41.3,67.0,0,0,0,0,0,0
L,297.4,308.5,1475.0,47.2,69.0,0,0,0,0,0,0
L,297.4,308.6,1488.0,36.4,71.0,0,0,0,0,0,0
L,297.4,308.6,1524.0,43.1,73.0,0,0,0,0,0,0
L,297.4,308.5,1486.0,48.6,75.0,0,0,0,0,0,0
M,297.5,308.6,1255.0,60.7,77.0,0,0,0,0,0,0
M,297.4,308.6,1469.0,42.6,80.0,0,0,0,0,0,0
L,297.4,308.5,1692.0,34.3,83.0,0,0,0,0,0,0
M,297.4,308.6,1604.0,32.8,85.0,0,0,0,0,0,0
L,297.4,308.6,1446.0,48.1,88.0,0,0,0,0,0,0
L,297.3,308.5,1503.0,43.3,90.0,0,0,0,0,0,0
M,297.3,308.5,1625.0,32.8,92.0,0,0,0,0,0,0
L,297.2,308.5,1574.0,35.8,95.0,0,0,0,0,0,0
M,297.2,308.4,1378.0,41.9,97.0,0,0,0,0,0,0
L,297.1,308.4,1693.0,29.5,100.0,0,0,0,0,0,0
L,297.2,308.4,1462.0,51.2,102.0,0,0,0,0,0,0
H,297.3,308.5,1435.0,55.0,104.0,0,0,0,0,0,0
M,297.2,308.5,1425.0,45.8,109.0,0,0,0,0,0,0
H,297.3,308.6,1376.0,53.5,112.0,0,0,0,0,0,0
M,297.4,308.7,1481.0,48.0,117.0,0,0,0,0,0,0
H,297.4,308.7,1349.0,48.9,120.0,0,0,0,0,0,0
L,297.3,308.7,1551.0,40.0,125.0,0,0,0,0,0,0
H,297.4,308.7,1623.0,33.8,127.0,0,0,0,0,0,0
L,297.4,308.8,1462.0,49.7,132.0,0,0,0,0,0,0
M,297.3,308.8,1447.0,57.4,134.0,0,0,0,0,0,0
M,297.3,308.9,1799.0,24.5,137.0,0,0,0,0,0,0
M,297.3,308.8,1548.0,41.3,140.0,0,0,0,0,0,0
M,297.2,308.8,1485.0,47.9,143.0,0,0,0,0,0,0
L,297.2,308.7,1463.0,49.9,146.0,0,0,0,0,0,0
L,297.3,308.7,1587.0,35.8,148.0,0,0,0,0,0,0
M,297.3,308.8,1469.0,44.1,150.0,0,0,0,0,0,0
H,297.3,308.7,1430.0,42.8,153.0,0,0,0,0,0,0
H,297.4,308.7,1726.0,26.8,158.0,0,0,0,0,0,0
L,297.4,308.8,1651.0,34.1,163.0,0,0,0,0,0,0
L,297.4,308.8,1529.0,41.3,165.0,0,0,0,0,0,0
L,297.4,308.8,1473.0,46.2,167.0,0,0,0,0,0,0
H,297.4,308.8,1324.0,53.5,169.0,0,0,0,0,0,0
L,297.4,308.9,1708.0,28.8,174.0,0,0,0,0,0,0
M,297.5,309.1,1540.0,38.5,176.0,0,0,0,0,0,0
L,297.5,309.0,1320.0,54.7,179.0,0,0,0,0,0,0
M,297.4,308.9,1376.0,39.0,181.0,0,0,0,0,0,0
M,297.3,308.7,1542.0,37.0,184.0,0,0,0,0,0,0
L,297.3,308.7,1506.0,39.3,187.0,0,0,0,0,0,0
L,297.3,308.7,1492.0,43.6,189.0,0,0,0,0,0,0
H,297.3,308.8,1564.0,38.0,191.0,0,0,0,0,0,0
H,297.4,308.9,1645.0,30.8,196.0,0,0,0,0,0,0
M,297.4,308.9,1348.0,59.1,201.0,0,0,0,0,0,0
M,297.4,308.8,1325.0,62.4,204.0,1,1,0,0,1,0
L,297.5,308.9,1443.0,43.5,0.0,0,0,0,0,0,0
M,297.5,308.9,1436.0,44.8,2.0,0,0,0,0,0,0
L,297.5,308.9,1596.0,30.7,5.0,0,0,0,0,0,0
L,297.6,309.0,1491.0,43.2,7.0,0,0,0,0,0,0
M,297.7,308.9,1573.0,35.1,9.0,0,0,0,0,0,0
L,297.7,308.9,1575.0,39.9,12.0,0,0,0,0,0,0
L,297.7,308.9,1458.0,41.1,14.0,0,0,0,0,0,0
M,297.7,309.0,1433.0,41.8,16.0,0,0,0,0,0,0
L,297.7,308.9,1662.0,28.1,19.0,0,0,0,0,0,0
M,297.7,308.9,1327.0,63.7,21.0,0,0,0,0,0,0
L,297.7,308.9,1742.0,26.3,24.0,0,0,0,0,0,0
L,297.8,308.9,1506.0,33.5,26.0,0,0,0,0,0,0
L,297.9,309.1,1457.0,44.4,28.0,0,0,0,0,0,0
M,297.9,309.1,1488.0,37.3,30.0,0,0,0,0,0,0
L,297.9,309.1,1619.0,34.7,33.0,0,0,0,0,0,0
M,298.0,309.2,1558.0,41.7,35.0,0,0,0,0,0,0
L,298.0,309.2,1731.0,28.7,38.0,0,0,0,0,0,0
M,298.0,309.1,1574.0,34.8,40.0,0,0,0,0,0,0
L,297.9,309.0,1290.0,49.8,43.0,0,0,0,0,0,0
H,297.9,308.9,1416.0,39.6,45.0,0,0,0,0,0,0
L,297.9,308.9,1566.0,41.9,50.0,0,0,0,0,0,0
L,297.9,309.0,1456.0,46.5,52.0,0,0,0,0,0,0
L,297.9,309.0,1528.0,37.5,54.0,0,0,0,0,0,0
M,297.9,309.1,1338.0,49.6,56.0,0,0,0,0,0,0
M,297.9,309.1,1558.0,39.2,59.0,0,0,0,0,0,0
M,297.9,309.1,1614.0,38.1,62.0,0,0,0,0,0,0
H,298.0,309.1,1557.0,36.4,65.0,0,0,0,0,0,0
L,298.1,309.3,1443.0,45.3,70.0,0,0,0,0,0,0
H,298.1,309.3,1332.0,51.0,72.0,0,0,0,0,0,0
M,298.1,309.3,1752.0,25.2,77.0,0,0,0,0,0,0
M,298.1,309.2,1460.0,45.8,80.0,0,0,0,0,0,0
L,298.1,309.2,1802.0,26.9,83.0,0,0,0,0,0,0
L,298.0,309.2,1527.0,39.5,85.0,0,0,0,0,0,0
L,298.0,309.2,1458.0,39.8,87.0,0,0,0,0,0,0
H,298.0,309.2,1520.0,37.9,89.0,0,0,0,0,0,0
L,298.0,309.2,1378.0,49.7,94.0,0,0,0,0,0,0
M,297.9,309.2,1529.0,38.1,96.0,0,0,0,0,0,0
L,298.0,309.2,1527.0,32.4,99.0,0,0,0,0,0,0
M,298.0,309.2,1438.0,42.9,101.0,0,0,0,0,0,0
L,297.9,309.0,1583.0,36.7,104.0,0,0,0,0,0,0
L,297.8,308.9,1530.0,37.6,106.0,0,0,0,0,0,0
M,297.7,308.9,1530.0,39.1,108.0,0,0,0,0,0,0
M,297.7,308.8,2089.0,19.1,111.0,0,0,0,0,0,0
L,297.7,308.8,1616.0,34.2,114.0,0,0,0,0,0,0
M,297.7,308.9,1681.0,28.3,116.0,0,0,0,0,0,0
L,297.6,308.8,1475.0,43.0,119.0,0,0,0,0,0,0
L,297.5,308.7,1371.0,46.5,121.0,0,0,0,0,0,0
M,297.5,308.7,1546.0,38.0,123.0,0,0,0,0,0,0
H,297.4,308.6,1461.0,40.1,126.0,0,0,0,0,0,0
L,297.4,308.7,1638.0,31.9,131.0,0,0,0,0,0,0
M,297.3,308.7,1577.0,35.6,133.0,0,0,0,0,0,0
L,297.4,308.6,1532.0,38.7,136.0,0,0,0,0,0,0
M,297.3,308.5,1710.0,27.7,138.0,0,0,0,0,0,0
M,297.3,308.6,1584.0,29.4,141.0,0,0,0,0,0,0
L,297.3,308.6,1446.0,50.1,144.0,0,0,0,0,0,0
H,297.4,308.7,1522.0,46.3,146.0,0,0,0,0,0,0
M,297.4,308.7,1382.0,49.9,151.0,0,0,0,0,0,0
L,297.4,308.7,1584.0,38.2,154.0,0,0,0,0,0,0
L,297.3,308.6,1385.0,55.2,156.0,0,0,0,0,0,0
L,297.3,308.7,1592.0,34.4,158.0,0,0,0,0,0,0
M,297.2,308.6,1404.0,43.7,160.0,0,0,0,0,0,0
L,297.2,308.5,1518.0,44.3,163.0,0,0,0,0,0,0
L,297.1,308.4,1529.0,40.4,165.0,0,0,0,0,0,0
L,297.1,308.4,1550.0,37.0,167.0,0,0,0,0,0,0
L,297.1,308.3,1773.0,23.8,169.0,0,0,0,0,0,0
L,297.2,308.5,1446.0,43.7,171.0,0,0,0,0,0,0
M,297.2,308.5,1487.0,46.9,173.0,0,0,0,0,0,0
M,297.3,308.5,1524.0,49.3,176.0,0,0,0,0,0,0
L,297.1,308.3,1403.0,54.1,179.0,0,0,0,0,0,0
L,297.1,308.2,2267.0,15.7,181.0,0,0,0,0,0,0
M,297.1,308.2,1529.0,37.9,183.0,0,0,0,0,0,0
L,297.1,308.2,1402.0,51.2,186.0,0,0,0,0,0,0
L,297.2,308.3,1693.0,28.0,188.0,0,0,0,0,0,0
L,297.1,308.3,1496.0,45.8,190.0,0,0,0,0,0,0
L,297.1,308.1,1633.0,33.3,192.0,0,0,0,0,0,0
L,297.1,308.2,1399.0,42.6,194.0,0,0,0,0,0,0
M,297.0,308.1,1363.0,45.3,196.0,0,0,0,0,0,0
H,297.1,308.2,1527.0,42.2,199.0,0,0,0,0,0,0
M,297.2,308.2,1405.0,42.5,204.0,0,0,0,0,0,0
